word,count
پیمانکاری,489
پیمانه,1904
پیمانی,2578
پیمایش,2731
پیمودن,1449
پی‌نوشت,165
پینه,286
پینه‌دوز,37
پیوست,20148
پیوستگی,3878
پیوستن,42271
پیوسته,28829
پیوند,42326
پیه,191
تئاتر,30196
تئوریسین,338
تئوری,18925
تئوریک,1297
تئوکرات,3
تئوکراسی,100
تائب,74
تابان,461
تاباندن,285
تاب‌بازی,4
تاب,4357
تابستان,33149
تابستانی,9320
تابش,13789
تابع,46688
تابعیت,7273
تابلو,4532
تابلونویس,11
تابلونویسی,16
تابناک,586
تابندگی,103
تابنده,1053
تابوت,3208
تابو,520
تابه‌تا,17
تابه,533
تابیدن,185
تابیده,1866
تاپ,1221
تاپو,5
تاتار,1002
تاج,29768
تاجر,5334
تاجور,3
تاخت,5478
تاختن,406
تاخت‌وتاز,388
تاراج,2922
تاراندن,15
تا,1768618
تار,7554
تارزن,11
تارک,641
تارم,109
تارومار,305
تاری,885
تاریخ,522214
تاریخ‌نگار,3841
تاریخ‌نویس,787
تاریخی,137179
تاریک,9101
تاریکی,8717
تاز,3183
تازگی,10977
تازه‌بالغ,30
تازه‌به‌دوران‌رسیده,8
تازه‌پا,2
تازه,41332
تازه‌رس,2
تازه‌زا,10
تازه‌ساز,144
تازه‌عروس,29
تازه‌کار,1478
تازه‌کاری,110
تازه‌مسلمان,12
تازه‌وارد,1613
تازیانه,1055
تازی,1342
تازیک,50
تاس,1123
تاسه,35
تاسیدن,6
تاسیده,2
تاش,451
تافتن,30
تافته,112
تاق,1457
تاک,1009
تاکتیک,3010
تاکستان,946
تالاب,6920
تالار,15767
تالان,485
تالی,278
تام,7557
تانکر,1018
تانک,15622
تاوان,536
تاول,749
تایر,1286
تاثر,30
تاثرانگیز,4
تاثیر,7679
تاثیرپذیر,58
تاثیرگذار,825
تاخر,13
تاخیر,1644
تادیب,15
تادیه,106
تاسف,2355
تاسف‌انگیز,18
تاسف‌بار,37
تاسی,361
تاسیس,6870
تاکید,2681
تالف,17
تالم,19
تاله,43
تالیف,1167
تامل,194
تامینات,37
تامین,3622
تانس,6
تانی,134
تانیس,10
تاویل,689
تاهل,23
تایید,4744
تاییدیه,778
تب‌آلود,17
تبادر,11
تبادل,12668
تبار,12778
تبارشناسی,448
تبارک,136
تبارنامه,417
تباعد,10
تب,6124
تبانی,1571
تباه,922
تباه‌سازی,18
تباهی,1265
تباین,253
تبتل,17
تبجیل,5
تبحر,2233
تبختر,14
تبخیر,5099
تبدل,125
تبدیل,207959
تبذیر,13
تبرئه,3927
تبرا,55
تبر,1094
تبرع,1
تبرک,704
تبری,772
تبریک,4354
تبسم,214
تبش,1
تبشیر,85
تبصره,2011
تبعات,1693
تبع,2422
تبعه,1443
تبعیت,7197
تبعید,28890
تبعیدی,1772
تبعیض,8535
تبلور,1708
تبلیغ,18997
تبلیغاتچی,21
تبیین,10003
تبیینی,550
تپاله,14
تپانچه,947
تپ,351
تپش,880
تپق,10
تپل,55
تپه,19915
تتبع,447
تتمه,52
تتمیم,55
تثبیت,15823
تثلیث,1525
تثنیه,277
تجارب,3596
تجار,5818
تجارت,41936
تجاسر,8
تجانس,174
تجاوز,19308
تجاوزکارانه,133
تجاوزگر,51
تجاهر,16
تجاهل,62
تجددطلب,24
تجددطلبی,53
تجدد,1170
تجدید,19502
تجربه,46491
تجربی,12125
تجرد,608
تجرع,14
تجرید,677
تجری,124
تجزیه,33500
تجزیه‌طلب,154
تجزیه‌طلبی,110
تجسس,713
تجسم,5082
تجلی,3721
تجلید,31
تجلی‌گاه,41
تجلیل,4507
تجمع,23779
تجمل‌پرست,7
تجمل‌پرستی,14
تجمل,744
تجمل‌گرایی,55
تجنیس,103
تجوید,151
تجویز,10123
تجهیز,5439
تجهیزات,37464
تحبیب,19
تحتانی,4460
تحت,270989
تحجر,101
تحدب,217
تحدید,920
تحذیر,22
تحرک,4951
تحریر,8401
تحریص,41
تحریض,105
تحریف,4893
تحریک,27999
تحریک‌آمیز,496
تحریم,17141
تحسر,6
تحسین,15467
تحسین‌آمیز,91
تحشیه,149
تحصن,3310
تحصیل,77627
تحصیلی,17812
تحف,137
تحفظ,39
تحفه,513
تحقق,13395
تحقق‌پذیر,18
تحقیرآمیز,1626
تحقیر,5992
تحقیقاتی,19992
تحکم‌آمیز,18
تحکم,155
تحکیم,8211
تحلی,8
تحلیف,1790
تحلیل,45643
تحمل‌پذیر,18
تحمل,21103
تحمل‌ناپذیر,96
تحمید,75
تحمیق,20
تحمیل,10455
تحول,13507
تحویل,28540
تحیات,9
تحیت,57
تحیر,90
تخاصم,374
تخالف,46
تخت,43304
تخت‌روان,3
تخته,6294
تخته‌سیاه,39
تخدیر,40
تخریب,46635
تخریب‌گر,5
تخس,2
تخصص,9054
تخصیص,8534
تخطئه,277
تخطی,1271
تخفیف,2954
تخلخل,1187
تخلص,3318
تخلف,4299
تخلیه,19807
تخم‌افشانی,12
تخم,11887
تخمک,2739
تخمه,409
تخمیر,2019
تخمین,30791
تخویف,56
تخیل,1805
تخیلی,5920
تدابیر,3020
تدارک,7020
تداعی,2635
تدافع,8
تدافعی,1433
تداول,402
تداوم,9165
تداوی,476
تدبر,157
تدبیر,3962
تدخین,192
تدفین,2537
تدقیق,229
تدلیس,85
تدمیر,4
تدویر,265
تدوین,28461
تدهین,110
تدین,467
تذرو,32
تذکار,40
تذکر,3120
تذکره,1364
تذکیر,89
تذلل,25
تذهیب,951
تراب,305
ترابری,7976
تراجم,317
تراخم,56
تراخی,2
ترادف,91
ترازنامه,466
ترازو,598
تراز,5669
تراس,812
تراش,2409
تراشه,5974
تراشیدن,855
تراشیده,2656
تراضی,45
ترافیک,10709
تراکم,11500
ترانه,44289
ترانه‌ساز,49
تراوش,694
تربت,2334
تربیت,26358
ترتیب,128782
ترتیل,33
ترجمان,514
ترجمه,72427
ترجیح,19179
ترجیع,240
ترحم‌انگیز,9
ترحم,607
ترحیم,771
تر,72024
ترخیص,737
ترخیم,1
تردد,4599
تردست,78
تردستی,218
ترد,1241
تردید,13329
تردی,476
ترس‌آور,40
ترس,21452
ترسا,214
ترسان,165
ترساندن,1178
ترساننده,48
ترسناک,4706
ترسنده,4
ترسو,548
ترسیدن,174
ترسیده,574
ترسیم,12801
ترش,2310
ترشح,9342
ترصد,12
ترصیع,120
ترعه,23
ترعیب,6
ترغیب,8261
ترفع,6
ترفند,942
ترفیع,2285
ترفیه,14
ترقوه,257
ترقی,6324
ترقیم,2
ترک,92079
ترکاندن,45
ترکش,886
ترکه,550
ترکیب,78840
ترکیدن,363
ترکیده,52
ترگ,9
ترمز,2973
ترمومتر,53
ترمه,504
ترمیم,9287
ترمینولوژی,39
ترنج,1438
ترن,503
ترنم,119
تروتازه,3
ترور,26797
تروریست,2274
تروریسم,6048
ترویج,17562
ترویج‌دهنده,14
ترهات,19
تریاق,9
تریاک,3376
تریاکی,47
تری,17062
تزاحم,59
تزار,3631
تزاید,100
تز,1706
تزریق,14676
تزکیه,522
تزلزل,1075
تزلزل‌ناپذیر,106
تزویج,368
تزویر,391
تزیین,6392
تسامح,957
تساوی,11501
تساهل,614
تسبیب,50
تسبیح,584
تست,15750
تسجیل,164
تسخر,12
تسخیر,22453
تسریع,4370
تسطیح,508
تسعیر,88
تسکین,2748
تسکین‌دهنده,20
تسلسل,641
تسلط,23847
تسلی‌بخش,2
تسلی,725
تسلیت,4272
تسلیح,1251
تسلیم,31351
تسمه,935
تسمیه,2576
تسنن,2016
تسوید,31
تسویه,1212
تسهیل,9510
تسهیم,603
تشابه,2827
تشبث,9
تشبیه,5399
تشتت,317
تشت,317
تشجیع,282
تشخص,514
تشخیص,71014
تشدد,49
تشدید,13036
تشر,22
تشرف,309
تشریح,11574
تشریحی,694
تشریفات,4912
تشریفاتی,3998
تشریف,304
تشریک,259
تشعشع,1509
تشفی,10
تشک,718
تشکر,4159
تشکل,3625
تشکی,44
تشکیک,665
تشکیلات,13864
تشکیل,313221
تشنج,2502
تشنج‌زا,7
تشنج‌زدایی,49
تشنگی,1190
تشنه,660
تشنیع,16
تشویر,22
تشویش,1154
تشویق,25751
تشهد,34
تشیع,8163
تشیید,12
تشییع,7071
تصاحب,10486
تصادفاً,701
تصادف,7312
تصادفی,19824
تصادم,731
تصاعد,199
تصاعدی,667
تصانیف,365
تصاویر,33883
تصحیح,11129
تصحیف,307
تصدق,74
تصدیع,15
تصدی,7202
تصدیق,5358
تصرف,59601
تصریح,8093
تصریحاً,8
تصریف,196
تصعید,213
تصغیر,191
تصفیه,7104
تصفیه‌خانه,176
تصلف,4
تصمیم,104361
تصنع,104
تصنعی,325
تصنیف,7375
تصنیف‌ساز,21
تصور,36094
تصوری,1264
تصوف,5062
تصویب,198543
تصویر,77571
تضاد,9706
تضاعف,24
تضامن,47
تضرع,161
تضریب,2
تضعیف,13012
تضلیل,20
تضمین,16454
تضمینی,1158
تضییع,312
تضییق,37
تطابق,4975
تطاول,81
تطبیق,9075
تطبیقی,3355
تطمیع,1233
تطور,509
تطویل,67
تطهیر,1720
تظاهرات,34176
تظاهر,4067
تظلم,174
تعابیر,1088
تعادل,15846
تعارض,3946
تعارف,570
تعارفی,29
تعاطی,27
تعاقب,200
تعالی,2974
تعالیم,7086
تعامل,14265
تعاون,1445
تعب,33
تعبیر,13213
تعبیه,8501
تعجب‌آور,415
تعجب,4011
تعجیل,337
تعداد,230552
تعدادی,79255
تعدد,2509
تعدی,920
تعدیل,5487
تعذیب,36
تعذیر,3
تعرض‌آمیز,14
تعرض,2959
تعرفه,1562
تعرق,374
تعریض,518
تعریف,104425
تعریق,713
تعزیت,73
تعزیر,508
تعزیه,2705
تعسر,2
تعشق,4
تعصب‌آلود,7
تعصب,3864
تعطل,4
تعطیل,18490
تعظیم,1036
تعفن,161
تعقل,432
تعقیبات,45
تعقیب,19488
تعقید,37
تعلقات,290
تعلق‌خاطر,15
تعلق,26183
تعلل,877
تعلم,390
تعلیف,82
تعلیق,9263
تعلیل,105
تعلیم,12403
تعلیمات,3840
تعلیماتی,205
تعلیمی,709
تعمق,417
تعمیر,12633
تعمیرکار,246
تعمیرگاه,307
تعمیم,6829
تعنت,3
تعویذ,141
تعویض,9335
تعویق,7225
تعویل,16
تعهد,9511
تعهدنامه,86
تعیش,8
تعین,699
تعییر,143
تعیین,105544
تعیین‌کننده,4806
تغابن,5
تغار,90
تغافل,15
تغایر,56
تغذیه,23642
تغزل,237
تغسیل,123
تغلب,189
تغلیظ,461
تغنی,6
تغیر,1314
تغییر,252146
تغییرپذیر,265
تغییرناپذیر,772
تف,539
تفاخر,327
تفاسیر,4202
تفاصیل,96
تفاضل,2496
تفاله,250
تفاوت,55142
تفاهم,3459
تفال,6
تفت,1033
تفته,4
تفتیش,2263
تفتین,6
تفحص,1886
تفخیم,19
تفرج,246
تفرجگاه,1044
تفرد,35
تفرعن,25
تفرق,317
تفرقه,2174
تفریح,3350
تفریط,297
تفریق,858
تفسیر,39395
تفسیرگر,115
تفسیق,53
تفصیل,3075
تفضل,54
تفضیح,6
تفضیل,531
تفقد,232
تفکر,17472
تفکیک,15376
تفکیک‌پذیر,98
تفنگ,8053
تفنگچی,462
تفنن,357
تفوق,824
تفویض,1888
تفهیم,1016
تقابل,5882
تقا,4
تقارب,50
تقارن,4738
تقاص,52
تقاضا,9409
تقاضانامه,42
تقاطع,8872
تقاعد,18
تقبل,850
تقبیح,1793
تقبیل,36
تقدس,1433
تقدم,1973
تقدیر,10309
تقدیرگرا,14
تقدیم,11855
تقدیمی,713
تقرب,683
تقریبی,12600
تقریر,960
تقریظ,131
تقسیط,46
تقسیم,116392
تقسیم‌پذیر,41
تقصیر,1257
تقصیرکار,2
تقطیر,1902
تقطیع,393
تقعر,169
تقلا,416
تقلب,5525
تقلبی,2155
تقلیدآمیز,2
تقلید,18810
تقلیدی,2115
تقلیل,4111
تقنین,32
تقوا,1406
تقویت,36070
تقویم,12064
تقی,11994
تقید,95
تقیید,50
تکاپو,579
تکاثر,61
تکاثف,3
تکافو,1
تکالیف,1653
تکان,4464
تکاندن,18
تکاور,559
تکاهل,7
تکایا,281
تکبر,335
تکبیر,347
تک‌تک,974
تک,36857
تکثر,583
تکثیر,11398
تک‌خال,57
تکدر,16
تکدی,45
تکذیب,9723
تکرار,34793
تکراری,5660
تکریر,40
تکریم,1735
تکفل,247
تکفین,131
تکل,243
تکلف,365
تکلم,7953
تکلمه,39
تکلیف,4751
تکمه,242
تکمیل,33616
تکنوکرات,158
تکنوکراسی,41
تکنولوژی,19224
تکنیسین,234
تکنیک,14712
تک‌وتا,28
تک‌وتوک,4
تکوین,2339
تکه‌پاره,20
تکه,7183
تکه‌تکه,2881
تک‌یاخته,86
تکی,2197
تکیده,92
تکیه,16067
تکیه‌گاه,917
تگرک,2
تلائم,9
تلازم,51
تلاش,114888
تلاشگر,20
تلاشی,7088
تلاطم,691
تلافی,3008
تلافی‌جویی,107
تلاقی,3414
تلالو,36
تلامیذ,8
تلاوت,1441
تلبس,152
تلبیس,57
تل,3818
تلخ,5655
تلخ‌کام,11
تلخ‌کامی,36
تلخیص,821
تلخی,1942
تلسکوپ,4085
تلطف,20
تلطیف,281
تلفات,18146
تلف,2301
تلفظ,15747
تلفنچی,26
تلفیق,6673
تلقی,24021
تلقیح,688
تلقین,1096
تلکه,10
تلمبار,5
تلمبه,781
تلمذ,414
تلمیح,118
تلمیذ,33
تلنبار,98
تلوتلو,37
تلون,20
تلویحی,1032
تله,4346
تله‌پاتی,37
تلهف,1
تمارض,84
تماس,32674
تماشاچی,1155
تماشاگاه,39
تماشاگر,5870
تماشا,5507
تماشایی,798
تمام,228019
تمام‌ناشدنی,2
تمامیت,2569
تمامیت‌خواه,106
تمامیت‌خواهی,149
تمایز,13813
تمایل,28760
تمبک,320
تمتع,158
تمثال,434
تمثیل,1353
تمجید,4567
تمدن,23086
تمدید,8086
تمر,296
تمرد,683
تمرکز,35744
تمرین,14302
تم,4039
تمساح,543
تمسخرآمیز,230
تمسخر,3543
تمسک,727
تمشیت,94
تمکن,568
تمکین,1143
تملق‌آمیز,61
تملق,298
تملک,3704
تمنا,247
تمنیات,8
تموج,43
تموز,237
تمول,92
تمهید,322
تمیز,8137
تمیزی,346
تمییز,849
تن‌آسا,15
تن‌آسان,11
تن‌آسانی,7
تن‌آسایی,4
تنازع,221
تناسب,6393
تناسخ,943
تناسل,131
تناظر,784
تنافر,44
تناقض,5580
تناوب,3267
تناور,54
تناوری,26
تناول,221
تنبان,83
تن,114746
تنبک,264
تنبل,800
تنبلی,720
تنبه,114
تنبیه,4572
تن‌پرور,37
تن‌پروری,128
تن‌پوش,218
تنخواه,37
تندباد,231
تند,9225
تندپا,13
تندخو,235
تندخویی,173
تندر,449
تندرست,184
تندرستی,864
تندرو,3724
تندروی,1298
تندمزاجی,9
تندوتیز,21
تندیس,8363
تندی,4680
تندیسگر,74
تنزل,2941
تنزه,1
تنزیل,706
تنزیه,211
تنسیق,26
تنش‌آلود,56
تنش,15914
تنش‌زا,139
تنظیف,168
تنظیم,52111
تنعم,20
تنفرآمیز,23
تنفر,1880
تنفس,7264
تنقلات,263
تنقیح,238
تنقید,8
تنقیه,101
تنک,261
تنکه,102
تنگ,7894
تنگاب,82
تنگ‌چشم,16
تنگ‌راه,1
تنگنا,641
تنگ‌نظر,10
تنگ‌نظری,52
تنگه,6199
تنگی,2902
تنور,980
تنورخانه,12
تنوره,98
تنوع,18394
تنوع‌طلب,3
تنومند,1103
تنومندی,200
تنویر,157
تنها,351284
تنه,5334
تنهایی,20056
تنی,4831
تنیدن,162
تنیده,1144
تواب,32
توابع,154012
تواتر,386
تواجد,9
توارث,509
تواری,6
توازن,4281
توازی,226
تواضع,315
توافق,36299
توالت,1103
توالد,66
توالی,9289
توانا,3841
توان,57190
توانایی,59556
تو,31713
توانستن,85
توان‌فرسا,33
توانگر,348
توانگری,205
توانمند,1999
توانمندی,2072
توامان,415
توام,307
توبره,145
توبه‌آمیز,2
توبه,3464
توبه‌کار,16
توبیخ,636
توپ,25554
توت,1850
توتستان,10
توتک,50
توتیا,59
توجه,256023
توجیه,14648
توچال,410
توحش,240
توحید,3600
توخالی,1952
تودار,44
تودد,4
تودماغی,39
توده,15704
توده‌شناسی,9
تودیع,625
تور,20008
تورم,11352
توره,273
توزیع,49729
توزین,188
توسری‌خور,11
توسط,955170
توسع,19
توسعه,144387
توسعه‌طلب,33
توسعه‌طلبی,320
توسعه‌یافته,1131
توسل,4089
توسن,56
توسیع,225
توشه,318
توشیح,258
توصیف,84049
توصیه,28797
توضیح,46856
توضیحی,3244
توطئه,10702
توطئه‌گر,77
توطن,36
توغ,72
توفان,1891
توف,510
توفیر,23
توفیق,3278
توقع,1029
توقف,17558
توقفگاه,162
توقیر,10
توقیع,175
توقیف,12563
توکا,42
توکل,522
توگوشی,8
تولا,242
تولد,52159
توله,845
تولیت,5035
تولی,506
تولید,325049
تولیدگر,59
تومان,25257
تومن,87
تومور,3627
تون,962
تونل,8332
تونی,5005
تونیک,312
توهم,3191
توهم‌زا,74
توهین‌آمیز,1580
توهین,8631
تهاتر,114
تهاتری,60
تهاجم,13487
تهاجمی,8458
تهافت,66
تهاون,9
ته,4004
تهجد,33
تهجی,32
تهدیدآمیز,1242
تهدید,39117
تهذیب,944
تهلیل,32
ته‌مانده,9
تهمت,1472
تهمتن,113
ته‌نشست,17
ته‌نشین,1012
تهنیت,302
تهورآمیز,8
تهور,165
تهوع‌آور,83
تهوع,1419
تهی,3446
تهی‌دست,150
تهی‌دستی,109
تهی‌سازی,115
تهیگاه,25
تهیه,112770
تهییج,1054
تیار,18
تیپا,2
تیپ,9550
تیتراژ,2715
تیراژ,2603
تیراژه,10
تیرانداز,2546
تیراندازی,13435
تیرباران,2815
تیردان,15
تیررس,277
تیرک,431
تیرکش,81
تیر,49873
تیرگی,2200
تیره‌بخت,3
تیره‌بختی,68
تیره,20614
تیره‌روز,68
تیره‌روزی,61
تیزاب,118
تیزبین,216
تیزپرواز,5
تیزتک,41
تیز,5973
تیزچشم,11
تیزرو,104
تیززبان,3
تیزفهم,12
تیزفهمی,15
تیزهوش,281
تیزهوشی,229
تیزی,869
تیشه,332
تیغ,2424
تیغستان,13
تیغه,4292
تیفوس,250
تیک,765
تیماج,44
تیمار,448
تیمارداری,10
تیمارستان,1065
تیم,283612
تیمچه,397
تیمم,77
تیمن,5
تیمی,14221
تینر,72
تیوپ,190
تیول,1084
تیه,136
ثابت,64843
ثابت‌قدم,109
ثار,52
ثاقب,127
ثالث,3189
ثانی,2558
ثانیه,28293
ثبات,12269
ثبت,311720
ثبت‌نام,3885
ثبوت,641
ثروت,17965
ثروتمند,9557
ثری,3
ثریا,1522
ثغر,26
ثغور,295
ثفل,12
ثقل,1045
ثقه,425
ثقیل,139
ثلاث,679
ثلاثه,341
ثلث,2722
ثمر,22936
ثمربخش,235
ثمره,1589
ثمن,77
ثمین,149
ثنا,181
ثواب,1176
ثوب,37
جا,50334
جاافتاده,297
جابه‌جا,5121
جابجایی,12956
جابر,1801
جابرانه,44
جادار,56
جادو,3477
جادوگر,3441
جادوگری,3300
جاده,38469
جاذب,1482
جاذبه,5514
جار,276
جارچی,220
جارو,729
جاروجنجال,14
جاروکش,9
جاری,17191
جازم,15
جاسازی,2937
جاسوس,2757
جاشو,6
جاعل,252
جاکش,80
جاکشی,9
جالب,14410
جالیز,101
جام,67089
جامد,17168
جامع,25367
جامعه,107741
جامه,2552
جامه‌دان,13
جان,92854
جان‌آفرین,55
جانان,179
جانانه,248
جان‌پرور,2
جان‌پناه,388
جان‌کندن,6
جان‌نثار,49
جان‌نثاری,28
جانب,29606
جانباز,756
جانبازی,443
جانبخش,13
جانبدار,31
جانبداری,1381
جاندار,2939
جانسوز,27
جانشین,42204
جانشینی,17357
جانفزا,2
جانکاه,82
جانگداز,49
جانماز,74
جانور,10081
جانی,5767
جاودان,1342
جاودانگی,1533
جاودانه,1802
جاودانی,628
جاوید,1574
جاویدان,2176
جاه,2596
جاهد,118
جاه‌طلب,512
جاه‌طلبی,660
جاهل,622
جاهلانه,113
جای,195242
جای‌پا,6
جایز,3310
جایزه,83110
جایگاه,64227
جایگزین,60417
جایگیر,65
جبار,1435
جبان,1
جبر,3721
جبراً,49
جبران,13356
جبرئیل,2086
جبروت,53
جبری,3683
جبل,1671
جبلت,12
جبلی,145
جبن,45
جبون,37
جبهه,32922
جت,5414
جثه,1864
جحد,1
جحیم,2
جد,8556
جدا,87733
جداً,435
جداافتاده,62
جداجدا,23
جدار,1198
جداسازی,9032
جداگانه,23758
جدال,3251
جدایی,32394
جدت,56
جدل,1504
جدول,85128
جده,486
جدی,37040
جدیت,2250
جدید,217375
جدیداً,767
جدیدالتاسیس,121
جذاب,7904
جذابیت,4201
جذام,473
جذب,52931
جذبه,677
جذر,499
جر,231
جرات,695
جراحت,2110
جراید,1466
جرب,133
جربزه,10
جرح,1080
جرس,140
جرعه,97
جرقه,3105
جرگه,1800
جرم,45453
جروبحث,161
جری,1549
جریان,158603
جریحه,115
جریحه‌دار,312
جریده,230
جریمه,5358
جز,68553
جزا,873
جزء,29178
جزئی,26432
جزر,2486
جزع,174
جزم,502
جزو,37523
جزوه,1725
جزیره,62946
جزیل,12
جزیه,1339
جسارت,1550
جسارت‌آمیز,15
جسامت,15
جست,2400
جستار,587
جستجو,20538
جستجوگر,1642
جستن,1077
جسد,14426
جسر,72
جسم,23156
جسور,609
جسورانه,1220
جسیم,22
جشن,33921
جشنواره,36195
جعبه,6722
جعد,101
جعل,4731
جعلی,7671
جغد,748
جفا,282
جفاپیشه,5
جفاکار,10
جفت,17015
جفتگیری,509
جفنگ,18
جگر,1047
جگرسوز,4
جل,259
جلا,411
جلاد,599
جلادار,22
جلال,7736
جلالت,66
جلب,32635
جلباب,6
جلد,34016
جلدی,4197
جلسه,32872
جلف,58
جلفی,8
جلق,123
جلگه,2964
جلو,20569
جلوت,13
جلوخان,374
جلودار,478
جلوس,2274
جلوگیر,57
جلوگیری,83998
جلوه,8309
جلوه‌گاه,84
جلوه‌گر,659
جلوه‌گری,256
جلی,407
جلید,6
جلیس,41
جلیل,1974
جماد,42
جماز,9
جماع,201
جماعت,8243
جمال,4775
جمع,63414
جمع‌آوری,41171
جمعاً,4755
جمعه,21757
جمعی,29689
جمعیت,522140
جمل,842
جملگی,577
جمله,328438
جمهور,12024
جمیع,1007
جمیعاً,14
جمیل,623
جن,1727
جن‌زده,17
جناب,2734
جناح,16917
جنازه,6589
جناس,1332
جنایت,7100
جنایتکار,1174
جنب,5542
جنب‌وجوش,178
جنبش,57995
جنبنده,45
جنبه,13446
جنت,1615
جنجال,3231
جنجالی,4362
جنگجو,2160
جنحه,69
جند,491
جنده,80
جنس,35135
جنگاور,519
جنگاوری,2011
جنگ,284208
جنگ‌افروز,11
جنگ‌افزار,2462
جنگجویی,988
جنگل,18448
جنگنده,15190
جنگی,46638
جنوب,188889
جنون,2491
جنون‌آمیز,164
جو,19803
جواب,21466
جواد,7589
جوار,5408
جوارح,104
جواز,3534
جوال,103
جوان,51125
جوانب,1746
جوانمرد,570
جوانمردی,922
جوانی,25027
جواهر,3029
جواهرشناس,16
جواهرفروش,18
جواهرنشان,138
جواهری,519
جوخه,1138
جود,776
جور,3079
جوراجور,2
جوز,340
جوش,9231
جوشش,862
جوشن,377
جوشیدن,278
جوع,83
جوف,59
جوک,271
جولا,117
جولان,1014
جولانگاه,133
جولاه,18
جولاهی,4
جوهر,4787
جوهره,286
جوی,7366
جویا,1460
جویبار,573
جویدن,1010
جوینده,250
جهاد,48739
جهادگر,162
جهاز,212
جهان,274867
جهانگرد,1996
جهانگردی,1765
جهانگشایی,275
جهانگیر,2727
جهانی,154772
جهت,183976
جهد,189
جهش,7284
جهل,1433
جهنم,3440
جهیدن,80
جهیز,11
جیب,1845
جیب‌بر,55
جیحون,1580
جید,253
جیران,806
جیره,802
جیره‌خوار,165
جیش,406
جیغ,719
جیفه,21
جیوه,3003
چابک,1149
چابک‌سوار,16
چابکی,1145
چاپار,153
چاپارخانه,158
چاپاری,50
چاپ,109800
چاپچی,10
چاپگر,1152
چاپلوسانه,25
چاپلوس,54
چاپلوسی,215
چاپی,6056
چاچول,2
چاخان,49
چادر,6236
چادرنشین,909
چادری,857
چارپا,79
چارپاره,14
چارپایه,24
چارتر,329
چارچوب,17448
چار,357
چارخانه,1
چارسو,58
چارق,32
چارقد,216
چارک,377
چارگوش,57
چاروا,2
چاروادار,23
چاره‌جو,16
چاره‌جویی,158
چاره,2126
چاره‌ساز,74
چاره‌سازی,11
چاره‌گر,18
چاشت,48
چاشنی,1179
چاقالو,19
چاق,2072
چاقچور,79
چاقو,3698
چاقوکش,61
چاقوکشی,94
چاقی,3419
چاک,1654
چاک‌چاک,25
چاکرانه,33
چاکر,197
چاکری,48
چالاک,382
چالاکی,406
چال,1060
چالش‌انگیز,74
چالش,14702
چالشگر,22
چاله,1593
چامه,225
چانه,1548
چانه‌زنی,357
چاو,213
چاووش,480
چاه,12611
چاهک,194
چاه‌کن,2
چاه‌کنی,13
چاهی,1004
چایش,6
چپ‌اندرقیچی,2
چپان,5
چپاول,1577
چپاولگر,8
چپر,36
چپ‌روی,8
چپش,773
چپق,97
چپ‌گرا,1316
چپ,35471
چپو,5
چپه,47
چپی,474
چتر,2457
چتری,906
چخماق,201
چدار,26
چدن,768
چرا,67172
چراخور,2
چراغانی,347
چراغ,6278
چراغدان,8
چراگاه,790
چرایی,2000
چرب,4904
چرب‌زبان,47
چرب‌زبانی,119
چربش,3
چربی,9185
چرت,296
چرتکه,432
چرچر,11
چرخ,10907
چرخاب,173
چرخان,1234
چرخاندن,1586
چرخش,16073
چرخشی,4128
چرخه,13679
چرخیدن,550
چرده,96
چرس,86
چرک‌آلود,4
چرک,675
چرک‌نویس,10
چرکین,119
چرکینی,12
چرم,2242
چرمه,5
چرمین,51
چرند,83
چرنده,11
چروک,390
چروکیده,211
چریدن,164
چریک,583
چریکی,4677
چسان,6
چسباندن,1175
چسب,2524
چسبناک,784
چسبنده,924
چسبیدگی,62
چسبیدن,1122
چسبیده,3158
چست,61
چستی,4
چشاندن,12
چشایی,534
چشش,4
چشم‌انتظار,33
چشم‌انداز,6908
چشم‌بسته,42
چشم‌بند,233
چشم‌بندی,26
چشم‌به‌راه,43
چشم‌پزشک,109
چشم‌پوشی,1954
چشم‌چران,5
چشم‌چرانی,1
چشم,61681
چشم‌روشنی,22
چشم‌زخم,178
چشمک,748
چشم‌نواز,487
چشم‌وهم‌چشمی,1
چشمه,18055
چشمه‌سار,32
چشیدن,175
چطور,3683
چغاله,14
چغانه,3
چغز,16
چغل,1
چفت,245
چکاد,219
چکامه,193
چکاندن,136
چکاوک,141
چک,7501
چکش,1912
چکمه,520
چکه,202
چکیدن,82
چکیده,983
چکی,603
چگال,1075
چگالی,10956
چگل,14
چگونگی,25562
چگونه,26665
چل,123
چلاق,16
چلاندن,17
چلپاسه,42
چلتوک,1
چلچراغ,204
چلچله,112
چلمن,16
چلنگر,14
چلو,191
چله,2143
چله‌نشین,3
چله‌نشینی,33
چلیپا,660
چلیک,64
چماق,715
چمان,12
چمانه,10
چمانی,16
چمباتمه,93
چمچه,68
چم,1359
چمدان,991
چمن‌آرا,22
چمن,4187
چموش,120
چمیدن,1
چنار,1639
چنانچه,13095
چنان,24284
چنبر,165
چنبره,217
چنته,72
چندآوایی,28
چندان,24821
چندپهلو,18
چند,336770
چنددستگی,240
چندش‌آور,33
چندش,12
چندکاره,184
چندل,50
چندمعنایی,118
چندمنظوره,1617
چندی,23073
چندین,145447
چنگار,19
چنگال,1934
چنگ,6316
چنگک,148
چنگی,119
چنین,184338
چوب‌بست,2
چوب‌تراشی,4
چوب,20925
چوبک,238
